country,scenario,scenario_risk_score
Ethiopia,extreme_demand_low_energy,-3.7194395572666252
Ethiopia,extreme_demand_severe_low_energy,-7.4388791145332505
Ethiopia,high_demand_baseline_energy,-1.3947898339749845
Ethiopia,high_demand_low_energy,-2.789579667949969
Ethiopia,high_demand_severe_low_energy,-5.579159335899938
Finland,baseline_demand_baseline_energy,0.1870560262183746
Finland,baseline_demand_low_energy,0.3741120524367492
Finland,baseline_demand_severe_low_energy,0.7482241048734984
Finland,extreme_demand_baseline_energy,0.3741120524367492
Finland,extreme_demand_low_energy,0.7482241048734984
Finland,extreme_demand_severe_low_energy,1.4964482097469969
Finland,high_demand_baseline_energy,0.28058403932756193
Finland,high_demand_low_energy,0.5611680786551239
Finland,high_demand_severe_low_energy,1.1223361573102477
France,baseline_demand_baseline_energy,0.37529116527190837
France,baseline_demand_low_energy,0.7505823305438167
France,baseline_demand_severe_low_energy,1.5011646610876335
France,extreme_demand_baseline_energy,0.7505823305438167
France,extreme_demand_low_energy,1.5011646610876335
France,extreme_demand_severe_low_energy,3.002329322175267
France,high_demand_baseline_energy,0.5629367479078626
France,high_demand_low_energy,1.1258734958157253
France,high_demand_severe_low_energy,2.2517469916314505
Gabon,baseline_demand_baseline_energy,-0.038832719481946394
Gabon,baseline_demand_low_energy,-0.07766543896389279
Gabon,baseline_demand_severe_low_energy,-0.15533087792778558
Gabon,extreme_demand_baseline_energy,-0.07766543896389279
Gabon,extreme_demand_low_energy,-0.15533087792778558
Gabon,extreme_demand_severe_low_energy,-0.31066175585557115
Gabon,high_demand_baseline_energy,-0.05824907922291959
Gabon,high_demand_low_energy,-0.11649815844583918
Gabon,high_demand_severe_low_energy,-0.23299631689167835
"Gambia, The",baseline_demand_baseline_energy,-0.8722341363915106
"Gambia, The",baseline_demand_low_energy,-1.7444682727830212
"Gambia, The",baseline_demand_severe_low_energy,-3.4889365455660424
"Gambia, The",extreme_demand_baseline_energy,-1.7444682727830212
"Gambia, The",extreme_demand_low_energy,-3.4889365455660424
"Gambia, The",extreme_demand_severe_low_energy,-6.977873091132085
"Gambia, The",high_demand_baseline_energy,-1.3083512045872658
"Gambia, The",high_demand_low_energy,-2.6167024091745317
"Gambia, The",high_demand_severe_low_energy,-5.233404818349063
Georgia,baseline_demand_baseline_energy,-0.012938153346515328
Georgia,baseline_demand_low_energy,-0.025876306693030655
Georgia,baseline_demand_severe_low_energy,-0.05175261338606131
Georgia,extreme_demand_baseline_energy,-0.025876306693030655
Georgia,extreme_demand_low_energy,-0.05175261338606131
Georgia,extreme_demand_severe_low_energy,-0.10350522677212262
Georgia,high_demand_baseline_energy,-0.019407230019772983
Georgia,high_demand_low_energy,-0.038814460039545966
Georgia,high_demand_severe_low_energy,-0.07762892007909193
Germany,baseline_demand_baseline_energy,0.4295224549146647
Germany,baseline_demand_low_energy,0.8590449098293294
Germany,baseline_demand_severe_low_energy,1.7180898196586587
Germany,extreme_demand_baseline_energy,0.8590449098293294
Germany,extreme_demand_low_energy,1.7180898196586587
Germany,extreme_demand_severe_low_energy,3.4361796393173174
Germany,high_demand_baseline_energy,0.6442836823719971
Germany,high_demand_low_energy,1.2885673647439941
Germany,high_demand_severe_low_energy,2.5771347294879883
Ghana,baseline_demand_baseline_energy,-0.2719220459465133
Ghana,baseline_demand_low_energy,-0.5438440918930266
Ghana,baseline_demand_severe_low_energy,-1.0876881837860533
Ghana,extreme_demand_baseline_energy,-0.5438440918930266
Ghana,extreme_demand_low_energy,-1.0876881837860533
Ghana,extreme_demand_severe_low_energy,-2.1753763675721065
Ghana,high_demand_baseline_energy,-0.40788306891977
Ghana,high_demand_low_energy,-0.81576613783954
Ghana,high_demand_severe_low_energy,-1.63153227567908
Greece,baseline_demand_baseline_energy,0.24585552990087303
Greece,baseline_demand_low_energy,0.49171105980174606
Greece,baseline_demand_severe_low_energy,0.9834221196034921
Greece,extreme_demand_baseline_energy,0.49171105980174606
Greece,extreme_demand_low_energy,0.9834221196034921
Greece,extreme_demand_severe_low_energy,1.9668442392069843
Greece,high_demand_baseline_energy,0.36878329485130956
Greece,high_demand_low_energy,0.7375665897026191
Greece,high_demand_severe_low_energy,1.4751331794052382
